AUN,School Number,School Name
101260303,7608,ALBERT GALLATIN SOUTH MS
101260303,7608,ALBERT GALLATIN SOUTH MS
101260303,7608,ALBERT GALLATIN SOUTH MS
101260303,7608,ALBERT GALLATIN SOUTH MS
101260303,7608,ALBERT GALLATIN SOUTH MS
101260303,7608,ALBERT GALLATIN SOUTH MS
101260303,7608,ALBERT GALLATIN SOUTH MS
101260303,7608,ALBERT GALLATIN SOUTH MS
101260303,7608,ALBERT GALLATIN SOUTH MS
101260303,7608,ALBERT GALLATIN SOUTH MS
101260303,7608,ALBERT GALLATIN SOUTH MS
101260303,7608,ALBERT GALLATIN SOUTH MS
101260303,7608,ALBERT GALLATIN SOUTH MS
101260303,8364,A L WILSON EL SCH
101260303,8364,A L WILSON EL SCH
101260303,8364,A L WILSON EL SCH
101260303,8364,A L WILSON EL SCH
101260303,8364,A L WILSON EL SCH
101260303,8364,A L WILSON EL SCH
101260303,8364,A L WILSON EL SCH
101260303,8364,A L WILSON EL SCH
101260303,8364,A L WILSON EL SCH
101260303,8364,A L WILSON EL SCH
101260303,8364,A L WILSON EL SCH
101260303,8364,A L WILSON EL SCH
101260303,8364,A L WILSON EL SCH
101260303,8364,A L WILSON EL SCH
101260303,8364,A L WILSON EL SCH
101260303,8364,A L WILSON EL SCH
101260303,8364,A L WILSON EL SCH
101260303,8364,A L WILSON EL SCH
101260303,8364,A L WILSON EL SCH
101260303,8364,A L WILSON EL SCH
101260303,8364,A L WILSON EL SCH
101260303,8364,A L WILSON EL SCH
101260303,8364,A L WILSON EL SCH
101260303,8364,A L WILSON EL SCH
101260303,8364,A L WILSON EL SCH
101260303,8364,A L WILSON EL SCH
101260303,8364,A L WILSON EL SCH
101260303,8364,A L WILSON EL SCH
101260303,8364,A L WILSON EL SCH
101260303,8364,A L WILSON EL SCH
101260803,2154,BROWNSVILLE AREA MS
101260803,2154,BROWNSVILLE AREA MS
101260803,2154,BROWNSVILLE AREA MS
101260803,2154,BROWNSVILLE AREA MS
101260803,2154,BROWNSVILLE AREA MS
101260803,2154,BROWNSVILLE AREA MS
101260803,2154,BROWNSVILLE AREA MS
101260803,2154,BROWNSVILLE AREA MS
101260803,2154,BROWNSVILLE AREA MS
101260803,2154,BROWNSVILLE AREA MS
101260803,2154,BROWNSVILLE AREA MS
101260803,2154,BROWNSVILLE AREA MS
101260803,2154,BROWNSVILLE AREA MS
101260803,2154,BROWNSVILLE AREA MS
101260803,2154,BROWNSVILLE AREA MS
101260803,2154,BROWNSVILLE AREA MS
101260803,2154,BROWNSVILLE AREA MS
101260803,2154,BROWNSVILLE AREA MS
101260803,2154,BROWNSVILLE AREA MS
101260803,2154,BROWNSVILLE AREA MS
101260803,2154,BROWNSVILLE AREA MS
101260803,2154,BROWNSVILLE AREA MS
101260803,2154,BROWNSVILLE AREA MS
101260803,2154,BROWNSVILLE AREA MS
101260803,2154,BROWNSVILLE AREA MS
101260803,2154,BROWNSVILLE AREA MS
101260803,2154,BROWNSVILLE AREA MS
101260803,2154,BROWNSVILLE AREA MS
101260803,2154,BROWNSVILLE AREA MS
101260803,2154,BROWNSVILLE AREA MS
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101260803,8384,BROWNSVILLE AREA EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2097,BULLSKIN EL SCH
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2105,CONNELLSVILLE AREA MS
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,2172,SPRINGFIELD EL SCH
101261302,4939,WEST CRAWFORD EL SCH
101261302,4939,WEST CRAWFORD EL SCH
101261302,4939,WEST CRAWFORD EL SCH
101261302,4939,WEST CRAWFORD EL SCH
101261302,4939,WEST CRAWFORD EL SCH
101261302,4939,WEST CRAWFORD EL SCH
101261302,4939,WEST CRAWFORD EL SCH
101261302,4939,WEST CRAWFORD EL SCH
101261302,4939,WEST CRAWFORD EL SCH
101261302,4939,WEST CRAWFORD EL SCH
101261302,4939,WEST CRAWFORD EL SCH
101261302,4939,WEST CRAWFORD EL SCH
101261302,4939,WEST CRAWFORD EL SCH
101261302,4939,WEST CRAWFORD EL SCH
101261302,4939,WEST CRAWFORD EL SCH
101261302,4939,WEST CRAWFORD EL SCH
101261302,4939,WEST CRAWFORD EL SCH
101261302,4939,WEST CRAWFORD EL SCH
101261302,4939,WEST CRAWFORD EL SCH
101261302,4939,WEST CRAWFORD EL SCH
